MovieId,Publisher_name,PublisherId
15271,GIRAFFE PICTURES PTE LTD.,238
5511,GOETHE-INSTITUT KOREA,241
26398,GOLD VIEW CO. LTD.,242
27506,GOLDEN SCENE COMPANY LIMITED,244
17126,GOLDEN SCENE COMPANY LIMITED,244
21626,GOOD MOVE MEDIA,245
19908,GOOD MOVE MEDIA,245
20952,GOOD VIBE MEDIA,246
20714,GOOD VIBE MEDIA,246
25993,GRAVITAS VENTURES LLC,250
21758,GREAT POINT MEDIA LIMITED,251
26606,GREEN LIGHT LCC.,252
22350,GREEN LIGHT LLC.,253
27735,H264,254
27647,H264,254
26630,HAKUHODO DY MUSIC,255
26741,HAKUHODO DY MUSIC,255
14480,HANWAY FILMS LIMITED,256
22611,HANWAY FILMS LIMITED,256
19272,HANWAY FILMS LIMITED,256
19092,HANWAY FILMS LIMITED,256
16474,HANWAY FILMS LIMITED,256
21265,HANWAY FILMS LIMITED,256
20445,HANWAY FILMS LIMITED,256
22407,HANWAY FILMS LIMITED,256
2858,HANWAY FILMS LIMITED,256
17878,HANWAY FILMS LIMITED,256
14021,HANWAY FILMS LIMITED,256
16101,HANWAY FILMS LIMITED,256
24703,HANWAY FILMS LIMITED,256
26881,HANWAY FILMS LIMITED,256
28493,HI-AX LLP,264
19269,HIVE FILMWORKS INC.,266
25168,HOUSE OF FILM,270
26368,HOUSE ON FIRE,272
16189,HX INVESTMENT (HK) LIMITED,273
24496,HYPNOTIC FILM HOLDINGS LLC,274
27379,HAKUHODO DY MUSIC,255
21780,HAKUHODO DY MUSIC,255
29237,HAKUHODO DY MUSIC,255
17129,HAKUHODO DY MUSIC,255
28099,HAKUHODO DY MUSIC,255
27966,HAKUHODO DY MUSIC,255
19000,HAKUHODO DY MUSIC,255
27029,HAKUHODO DY MUSIC,255
27445,HAKUHODO DY MUSIC,255
27648,HAKUHODO DY MUSIC,255
21350,HAKUHODO DY MUSIC,255
15965,HANWAY FILMS LIMITED,256
20290,HANWAY FILMS LIMITED,256
24734,HANWAY FILMS LIMITED,256
20292,HANWAY FILMS LIMITED,256
26389,HANWAY FILMS LIMITED,256
20293,HANWAY FILMS LIMITED,256
18530,HANWAY FILMS LIMITED,256
26345,HANWAY FILMS LIMITED,256
20291,HANWAY FILMS LIMITED,256
26882,HANWAY FILMS LIMITED,256
24876,HAPPINET PHANTOAL STUDIOS,257
29441,HAPPINET PHANTOM STUDIOS CORPORATION,258
26751,HAPPINET PHANTOM STUDIOS CORPORATION,258
27666,HAPPINET PHANTOM STUDIOS CORPORATION,258
22421,HAPPINET PHANTOM STUDIOS CORPORATION,258
27873,HARINE FILMS,259
24728,HARVEST FILM,260
20515,HAVEN PRODUCTIONS LTD.,261
23437,HEDVA GOLDSCHMIDT - GO2FILMS,262
19920,HERETIC,263
