Year,MovieId,Name,id,imdb_id,origin_country_first,runtime,budget,revenue
2022,20530,艾菲爾情緣,655082,tt10366514,FR,108,26000000,13000000
2022,21717,失業風暴,601188,tt10088984,FR,107,0,0
2022,21514,一屍到底：法屍浪漫,852438,tt14317880,FR,110,4300000,2046233
2022,20454,最後一件晚禮服的秘密,719463,tt11610804,FR,96,0,0
2022,21863,就在今夜,895659,tt13846402,FR,111,4300000,1512938
2022,3350,玩命光頭,826218,tt13241688,ES,110,0,0
2022,20300,柏格曼的島,477044,tt6910282,FR,113,0,589895
2022,20485,巴黎夢想家,660000,tt10505316,FR,149,20800000,8600000
2022,20364,天堂計劃,735726,tt12847812,FR,113,0,0
2022,21046,失速母親,833417,tt13269580,FR,87,3000000,42566
2022,19858,密室譯戰,477018,tt6270534,FR,105,0,0
2022,19952,尋子風暴,750253,tt13234058,DE,95,0,962689
2022,20399,我的神秘狼朋友,754067,tt10945274,FR,84,6500000,4181043
2022,21866,春日小戀曲,712134,tt12444426,FR,73,0,0
2022,21810,降臨節日曆,762079,tt12496706,BE,104,0,456555
2022,2224,雙面薇若妮卡 經典數位修復,1600,tt0101765,FR,98,0,1999955
2022,2224,雙面薇若妮卡 經典數位修復,1600,tt0101765,FR,98,0,1999955
2022,21796,烈火少女（英文版）,778810,tt8354218,FR,92,0,0
2022,21311,來自巴黎的情書,833428,tt14039392,FR,90,0,0
2022,10963,全面開戰,485162,tt7555774,FR,105,0,0
2022,4575,四百擊,147,tt0053198,FR,99,0,0
2022,4575,四百擊,147,tt0053198,FR,99,0,0
2022,21824,一萬個叢林夜,695089,tt9844938,BE,167,4700000,0
2022,21862,瑪歌皇后 數位修復版,10452,tt0110963,FR,138,0,1318578
2022,22741,書情話慾,774343,tt13613056,FR,105,0,0
2022,23265,有你就是家,914203,tt18317064,BE,88,0,575385
2022,6630,斷了氣,269,tt0053472,FR,90,0,0
2022,21440,越界分身,659988,tt11310670,FR,102,0,0
2022,20395,情慾告白,526811,tt10023172,FR,99,0,75167
2022,19093,破碎的琴鍵,712128,tt11105790,US,106,0,0
2022,20136,夏日之戀,1628,tt0055032,FR,106,0,0
2022,19731,仰望星空的少年,712178,tt12444424,FR,97,0,0
2022,20406,豪門媳婦日記,660955,tt11006570,FR,86,0,0
2022,20963,藍色是最溫暖的顏色,152584,tt2278871,FR,180,4300000,19465835
2022,20169,最後地下鐵,1716,tt0080610,FR,131,0,0
2022,20124,喀布爾之燕,582881,tt7534102,FR,81,0,0
2022,20862,屠女養成記,757341,tt13353386,FR,91,5000000,1085112
2022,20177,幸福知音,809733,tt14371818,FR,93,0,0
2022,23375,美好的早晨,747779,tt13482828,FR,113,0,1380392
2022,20712,安妮詩快跑,781453,tt13142240,FR,98,0,41356
2022,22650,真實世界,664506,tt15115102,FR,96,4900000,0
2022,4469,阿爾發城,8072,tt0058898,FR,99,220000,46585
2022,22740,抓狂養老院,736500,tt12847680,FR,97,0,0
2022,22173,她和她的小主廚們,845140,tt14280366,FR,97,0,3285760
2022,22756,賴活,1626,tt0056663,FR,84,64000,24517
