imdb_id,imdb_rating,data_created_time,data_update_time
tt0102816,7.4,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt22813112,6.3,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt9179096,7.2,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0211915,8.3,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt9100018,5.9,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0103939,7.5,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt18317338,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt30750832,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt22868842,6.9,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0092099,6.9,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt32903026,8.3,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt13887128,6.9,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt26545708,5.1,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt28090490,5.9,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt14225838,7.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0113947,7.2,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0066921,8.2,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt10288566,7.7,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0266855,5.9,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt21235248,6.1,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt28662887,5.5,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt32332834,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt24786154,5.9,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0095533,6.3,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt32322546,5.7,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt1896747,6.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt22863968,4.1,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt9415108,6.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0397317,7.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0373889,7.5,2025-03-03 07:00:02.455770+00:00,2025-03-05 07:00:03.721837+00:00
tt0118845,7.7,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt29609422,5.8,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt26862791,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt29497968,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt12036270,4.5,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt19413836,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt31500748,4.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt7466810,8.7,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt14976386,6.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt23630030,0.0,2025-03-03 07:00:02.455770+00:00,2025-03-05 07:00:03.721837+00:00
tt0089746,7.2,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt6443346,6.2,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt15850538,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0112471,8.1,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt12929746,4.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt13236270,6.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt17008472,6.4,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt27671691,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt4281724,5.5,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt27553313,6.2,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt11893676,5.3,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt10304142,6.1,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt13893190,3.3,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0230600,7.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt1745960,8.2,2025-03-03 07:00:02.455770+00:00,2025-03-05 07:00:03.721837+00:00
tt20201748,6.2,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt0330904,6.8,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt17009856,6.8,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt14776918,7.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt29566160,6.5,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt20836144,5.7,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt16252698,6.6,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt11127680,7.5,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt32341501,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt21800162,7.7,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
tt22651844,0.0,2025-03-01 17:36:40.921002+00:00,2025-03-05 07:00:03.721837+00:00
